;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
8178983;7603579272;EUS2184;NY;PAS;05/22/2014;21;SUBN;HONDA;T;28470;18120;47220;20151028;47.0;47;47;359579;T202;F;1248P;;BX;F;655;E 228th St;;0.0;408.0;d1;;Y;1130A;0100P;BL;;2003.0;;0.0;18A;21-No Parking (street clean);;;
3126799;7994699455;18508MC;NY;COM;11/12/2013;37;PICK;FORD;T;15710;0;0;20140531;20.0;20;20;355603;T103;F;1014A;0908A;NY;I;E;Columbus Ave;40ft S/of W 66th St;20131112.0;408.0;h1;;Y;0730A;0700P;GY;;2008.0;103-4505;0.0;37 -;37-Expired Muni Meter;;;
6015889;7434308047;GFC7330;NY;PAS;03/10/2014;51;SUBN;FORD;T;20890;22140;22240;20150418;106.0;106;106;356178;T402;L;0431P;;Q;F;134-16;116th Ave;;0.0;408.0;e3;;;;;WH;;1997.0;;0.0;O 42;51-Sidewalk;;;
1145371;7380596706;40598JU;NY;COM;09/06/2013;85;VAN;FORD;T;72650;25830;25860;20150731;41.0;41;41;345239;T801;B;0316A;1210P;BX;O;271;Walnut Ave;;20130906.0;408.0;k5;;;;;WH;;2009.0;;0.0;01 -;85-Storage-3 hour Commercial;;;
7092847;7297902100;BND4310;NY;PAS;04/21/2014;38;4DSD;LINCO;T;12220;71820;36420;20140429;52.0;52;52;358201;T201;C;1118A;;BX;F;28;Bedford Park Blvd;;0.0;408.0;h1;;Y;0800A;0700P;BK;;1998.0;;0.0;06 2;38-Failure to Display Muni Rec;;;
6834424;7618213720;48769JZ;NY;COM;04/22/2014;14;VAN;FORD;T;24890;18490;18510;88888888;19.0;19;19;346357;T103;E;0922A;;NY;O;1065;Lexington Ave;;0.0;408.0;c;;YYYYY;0700A;1000A;WHITE;;2009.0;;0.0;19 7;14-No Standing;;;
6075511;7917327681;CJP7041;NY;PAS;03/11/2014;14;4DSD;ME/BE;T;18090;27790;24890;20150115;18.0;18;18;358213;T106;L;0338P;;NY;F;127;E 55th St;;0.0;408.0;c;;YYYYYYY;;;WH;;2013.0;;0.0;17 6;14-No Standing;;;
3613872;7442389818;FHW4157;NY;PAS;11/29/2013;21;SUBN;NISSA;T;22120;51090;41700;20150204;102.0;102;102;358170;T402;J;1227P;;Q;O;87-24;133rd St;;0.0;408.0;d1;;Y;1200A;0130P;WH;;2007.0;;0.0;19 -;21-No Parking (street clean);;;
265387;7088674865;FMD6992;NY;PAS;08/03/2013;71;SUBN;HONDA;T;36230;14380;73030;20150526;61.0;61;61;357744;T302;I;1217P;;K;F;1664;E 32nd St;;0.0;408.0;j6;;YYYYYYY;;;OTHER;;2011.0;;0.0;34 -;71A-Insp Sticker Expired (NYS);;;
5631890;7220614779;ATE2812;NY;PAS;02/25/2014;21;SUBN;JEEP;T;35210;15710;11710;20140521;20.0;20;20;351997;T103;A;0828A;;NY;F;175;W 72nd St;;0.0;408.0;d1;;Y;0800A;0900A;RD;;1998.0;;0.0;F 77;21-No Parking (street clean);;;
7335234;8001300900;67764JR;NY;COM;04/17/2014;14;DELV;INTER;T;10610;34150;34170;20141231;13.0;13;13;357780;T102;C;0940A;;NY;F;155;7th Ave;;0.0;408.0;c;;YYYYYYY;;;WHITE;;2004.0;;0.0;01 6;14-No Standing;;;
3917480;7844387361;CDKJ82;FL;PAS;01/13/2014;38;4DSD;ME/BE;T;18150;0;0;88880088;17.0;17;17;358204;T106;N;0956P;;NY;I;N;E 58th St;10ft E/of Madison Av;0.0;408.0;h1;;YYYYY;0600P;1200A;BLACK;;0.0;;0.0;99 -;38-Failure to Display Muni Rec;;;
7965457;7827941497;TRC9;NY;COM;05/15/2014;42;VAN;CHEVR;T;34870;10610;13610;20160131;18.0;18;18;358877;T102;L;0144P;;NY;F;200;W 55th St;;0.0;408.0;h1;;YYYYY;0700A;0600P;WHITE;;2004.0;143-5298;0.0;MC 9;42-Exp. Muni-Mtr (Com. Mtr. Z);;;
1060588;7072983478;FZM3122;NY;PAS;09/03/2013;38;SUBN;CADIL;T;35430;14380;54050;20150819;61.0;61;61;358639;T302;G;1209P;;K;O;1664;E 14th St;;0.0;408.0;h1;;Y;0900A;0700P;BR;;2008.0;;0.0;04 -;38-Failure to Display Muni Rec;;;
7504662;7779932539;AM362X;NJ;PAS;04/29/2014;48;DELV;MACK;T;70620;74480;48220;88888888;44.0;44;44;355206;T201;M;0714A;;BX;O;1707;University Ave;;0.0;408.0;e9;;;;;RED;;0.0;;0.0;G 21;48-Bike Lane;;;
8838964;7015513821;FZB2834;NY;PAS;06/16/2014;21;SUBN;DODGE;T;11710;36910;36930;20150912;33.0;33;33;345331;T103;A;0812A;;NY;F;1969;Amsterdam Ave;;0.0;408.0;d1;;Y;0800A;0830A;GR;;2001.0;;0.0;CC3;21-No Parking (street clean);;;
6364403;7991909116;63501JM;NY;COM;03/21/2014;14;VAN;FORD;T;27790;18030;18050;88888888;17.0;17;17;351274;T503;A1;0727A;;NY;O;370;Park Ave;;0.0;408.0;c;;YYYYY;0700A;1000A;BROWN;;0.0;;0.0;17 7;14-No Standing;;;
8137133;7028189223;EJR4478;NY;PAS;05/21/2014;70;4DSD;INFIN;T;26090;18040;18140;88888888;105.0;105;105;358921;T402;R;0128P;;Q;F;89-41;205th St;;0.0;408.0;j3;;;;;SILVE;;0.0;;0.0;J 42;70-Reg. Sticker Missing (NYS);;;
4153940;7185504820;FELITOL;NY;SRF;01/23/2014;38;2DSD;HONDA;T;57790;36590;58590;20150501;109.0;109;109;359311;T401;G;1147A;;Q;F;141-12;Northern Blvd;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2012.0;;0.0;52-P;38-Failure to Display Muni Rec;;;
3197696;7883977313;13984MA;NY;COM;11/14/2013;69;DUMP;MACK;T;34490;13610;10610;20140731;14.0;14;14;350439;T106;I;0234P;;NY;F;152;W 36th St;;0.0;408.0;h1;;YYYYY;0600A;0700P;BL;;1995.0;;0.0;99 -;69-Failure to Disp Muni Recpt;;;
1879536;7701123234;FAISAL07;NY;SRF;10/01/2013;40;SUBN;TOYOT;T;9280;40404;40404;20150731;72.0;72;72;350416;T302;I;0213P;;K;F;5320;54th St;;0.0;408.0;e2;;YYYYYYY;;;GY;;2005.0;;9.0;49 -;40-Fire Hydrant;;;
6610652;1367482355;FPM6463;NY;PAS;03/29/2014;19;SDN;VL;P;67030;14830;14880;20150913;61.0;61;61;929395;0061;0000;1039A;;K;F;3794;NOSTRAND AVE;;0.0;408.0;C3;;BBBBBBB;ALL;ALL;BK;0.0;2012.0;-;0.0;;;;;
3319438;7872355681;OL8897H;NJ;PAS;11/19/2013;31;SUBN;CHEVR;T;34810;0;0;88888888;18.0;18;18;348520;T106;A;0824A;;NY;I;N;W 52nd St;100ft E/of 6th Ave;0.0;408.0;l3;;YYYYY;0700A;0600P;BLACK;;0.0;;0.0;G -;31-No Stand (Com. Mtr. Zone);;;
3425192;7743487532;KLEEN11;NY;COM;11/22/2013;42;VAN;CHEVR;T;34030;40404;40404;20141130;6.0;6;6;358117;T105;N;0156P;;NY;O;675;W 13th St;;0.0;408.0;h1;;YYYYY;0700A;0400P;WH;;2005.0;146-3033;0.0;Y -;42-Exp. Muni-Mtr (Com. Mtr. Z);;;
4066248;1358184720;XX438T;NJ;PAS;01/17/2014;78;VAN;CHEVR;P;18110;19350;35270;0;122.0;122;122;951754;0122;0000;0142A;;R;O;363;BEDFORD AVE;;0.0;408.0;C;;BBBBBBB;ALL;ALL;BL;0.0;2007.0;-;0.0;;;;;
480119;7207589104;CNP2669;NY;PAS;08/12/2013;20;SUBN;CADIL;T;61090;11590;11790;20131031;108.0;108;108;357694;T401;O;0455P;;Q;F;55-02;Roosevelt Ave;;0.0;408.0;d;;YYYYY;0400P;0700P;BK;;2010.0;;0.0;P -;20A-No Parking (Non-COM);;;
223068;7217538415;L20AXZ;NJ;PAS;08/02/2013;37;SUBN;GMC;T;11710;35610;35630;88888888;24.0;24;24;356261;T103;E;1242P;1227P;NY;F;673;Amsterdam Ave;;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;0.0;103-8123;0.0;34 -;37-Expired Muni Meter;;;
6698452;7030552453;42779JM;NY;COM;04/23/2014;40;DELV;INTER;T;24245;0;0;88888888;84.0;84;84;359609;T301;E;0651P;;K;I;E;Washington St;10ft S/of Front St;0.0;408.0;e2;;YYYYYYY;;;BROWN;;1997.0;;0.0;210J;40-Fire Hydrant;;;
76715;1345681410;EVC9657;NY;PAS;07/28/2013;46;SUBN;ME/BE;P;7040;28500;12550;20131004;47.0;47;808;938377;0808;0000;0700A;0650A;BX;F;1132;229TH DRIVE SOUTH;;0.0;408.0;D5;;BBBBBBB;ALL;ALL;WHITE;0.0;2010.0;-;0.0;;;;;
7234424;7787159730;60302MD;NY;COM;04/21/2014;38;DELV;FRUEH;T;42490;8390;8640;88888888;114.0;114;114;357096;T401;A;0909A;;Q;F;33-07;Ditmars Blvd;;0.0;408.0;h1;;Y;0830A;0700P;BROWN;;2014.0;;0.0;35-A;38-Failure to Display Muni Rec;;;
4102281;7810302802;F35AFP;NJ;PAS;01/19/2014;14;4DSD;VOLKS;T;45490;0;0;88888888;5.0;5;5;330198;T101;M;0200P;;NY;I;N;Worth St;40ft W/of Lafayette;0.0;408.0;c;;YYYYYYY;;;GREY;;0.0;;0.0;B -;14-No Standing;;;
6674452;1367001195;GKW1242;NY;PAS;04/03/2014;27;SUBN;DODGE;P;13430;75430;86630;20151021;77.0;77;77;902634;0077;0000;0845A;;K;F;1796;ATLANTIC AVE;;0.0;408.0;C3;;BBBBBBB;ALL;ALL;BL;0.0;2006.0;-;0.0;;;;;
4881133;7926506874;EWL5881;NY;PAS;12/19/2013;40;SUBN;JEEP;T;36970;21190;29690;88888888;33.0;33;33;357330;T103;N;0327P;;NY;O;630;W 160th St;;0.0;408.0;e2;;YYYYYYY;;;GOLD;;2001.0;;9.0;20 -;40-Fire Hydrant;;;
8323224;7728742917;EKZ1871;NY;PAS;05/28/2014;20;SUBN;ROVER;T;73220;48830;27530;20140907;84.0;84;84;358219;T301;D;1135A;;K;O;110;Remsen St;;0.0;408.0;d;;YYYYYYY;;;GY;;2006.0;;0.0;01 3;20A-No Parking (Non-COM);;;
8185136;7848253296;FCR2070;NY;OMS;05/22/2014;14;4DSD;NISSA;T;34210;10410;10510;20140930;13.0;13;13;356304;T102;I;0111P;;NY;O;5;W 22nd St;;0.0;408.0;c;;YYYYYYY;;;GY;;2014.0;;0.0;A 17;14-No Standing;;;
4444242;7121494772;FRF4646;NY;PAS;12/03/2013;38;SUBN;ME/BE;T;21990;13310;10710;20150807;6.0;6;6;358863;T105;D;0813P;;NY;F;55;Grove St;;0.0;408.0;h1;;Y;0730A;1000P;BLACK;;2011.0;;0.0;001;38-Failure to Display Muni Rec;;;
1266942;7870779313;18045JW;NY;COM;09/10/2013;47;DELV;ISUZU;T;10210;17750;17770;20150522;14.0;14;14;351207;T106;H;0309P;;NY;F;592;3rd Ave;;0.0;408.0;l2;;Y;0700A;0700P;WH;;2006.0;;0.0;83 -;47-Double PKG-Midtown;;;
7194021;7639575436;FES2234;NY;PAS;04/11/2014;21;4DSD;HONDA;T;15290;66690;23090;20141011;107.0;107;107;358221;T402;H;1120A;;Q;O;144-45;72nd Rd;;0.0;408.0;d1;;Y;1030A;1200A;GY;;2010.0;;0.0;07 4;21-No Parking (street clean);;;
1026381;7575769195;EXV1774;NY;PAS;09/01/2013;71;SUBN;ME/BE;T;10910;97460;34590;20140613;18.0;18;18;330487;T501;G;0640P;;NY;O;554;9th Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;2007.0;;0.0;99 -;71A-Insp Sticker Expired (NYS);;;
5361938;7636219890;AE95957;AZ;PAS;02/12/2014;78;VAN;FORD;T;22680;22580;22580;88880088;60.0;60;60;354144;T802;B;0956P;;K;F;1130;Brighton Beach Ave;;0.0;408.0;k6;;YYYYYYY;0900P;0500A;WHITE;;0.0;;0.0;01 -;78-Nighttime PKG on Res Street;;;
5556790;7690352017;FSW8513;NY;PAS;02/22/2014;16;4DSD;HONDA;T;5430;8980;9030;20151030;72.0;72;72;356170;T302;J;0715A;;K;F;4808;4th Ave;;0.0;408.0;k2;;Y;0700A;0500P;GL;;0.0;;0.0;J 32;16A-No Std (Com Veh) Non-COM;;;
7490363;7307509751;234CBJ;CT;CMB;04/28/2014;67;4DSD;HONDA;T;0;0;0;20140088;34.0;34;34;347674;T103;AA;0642A;;NY;I;N;Dyckman St;0ft W/of Staff St;0.0;408.0;f7;;;;;WHITE;;0.0;;0.0;O 77;67-Blocking Ped. Ramp;;;
5277317;7096254160;7535125;PA;PAS;02/10/2014;37;SUBN;ME/BE;T;61490;13040;13440;20140288;112.0;112;112;359327;T401;F;0411P;0119P;Q;F;63-89;Saunders St;;20140210.0;408.0;h1;;YYYYYYY;0830A;0700P;SILVE;;0.0;417-3024;0.0;55-P;37-Expired Muni Meter;;;
372965;7305953775;ENA7169;NY;PAS;08/07/2013;37;4DSD;AUDI;T;9090;40404;40404;20141222;114.0;114;114;347619;T401;F;0140P;1256P;Q;O;37-18;38th St;;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;2012.0;434-3030;0.0;31-P;37-Expired Muni Meter;;;
5322999;7095366056;FTT6119;NY;PAS;02/11/2014;71;4DSD;HYUND;T;25390;18630;18650;20160106;19.0;19;19;354043;T103;G;0418P;;NY;F;1091;Madison Ave;;0.0;408.0;j6;;YYYYYYY;;;RD;;2012.0;;0.0;55 -;71A-Insp Sticker Expired (NYS);;;
8919543;4600866058;L83381;NY;PSD;06/19/2014;36;4DSD;FORD;V;0;0;0;0;;0;0;0;;;1013A;;;;;EB LINDEN BLVD @ ROC;KAWAY AVE;0.0;1180.0;B;T;;;;RD;;2003.0;;0.0;;PHTO SCHOOL ZN SPEED VIOLATION;;;
1106245;1361461755;87336JV;NY;COM;09/05/2013;46;VAN;FRUEH;P;25390;18290;18310;20140430;19.0;19;401;924262;0401;0000;0348P;;NY;O;755;MADISON AVE;;0.0;408.0;D;;BBBBBBB;ALL;ALL;WHT;0.0;2006.0;-;0.0;;;;;
2408012;7213146919;GJP9284;NY;PAS;10/19/2013;38;4DSD;VOLKS;T;12330;0;0;20151016;67.0;67;67;356192;T302;N;0925A;;K;I;E;Albemarle Rd;18ft N/of Flatbush A;0.0;408.0;h1;;Y;0900A;0700P;GR;;1999.0;;0.0;08 -;38-Failure to Display Muni Rec;;;
486737;7810769480;AP214J;NJ;PAS;08/12/2013;14;DELV;INTER;T;13610;26630;20425;88880088;1.0;1;1;355283;T105;M;0634A;;NY;F;39;Broadway;;0.0;408.0;c;;YYYYYYY;;;BLACK;;0.0;;0.0;Q -;14-No Standing;;;
8044840;5073504410;FGY5626;NY;PAS;05/17/2014;7;4DSD;TOYOT;V;0;0;0;0;;0;0;0;;;0203P;;;;;OCEAN PKWY.(N/B)@AVE;.W.-LV-4;0.0;1111.0;D;T;;;;BK;;2014.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
238603;5069908637;CHW2223;NY;PAS;08/02/2013;7;PICK;CHEVR;V;0;0;0;0;;0;0;0;;;0307P;;;;;HORACE HARDING EXPWY;.(E/B)@159TH ST.-RL-;0.0;1111.0;D;T;;;;BK;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
1515122;5070739670;EXM2256;NY;PAS;09/18/2013;7;SUBN;CHEVR;V;0;0;0;0;;0;0;0;;;0215P;;;;;RICHMOND AVE. (N/B);@  W. CASWELL AVE.-S;0.0;1111.0;D;T;;;;RD;;2004.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
1044;1365753487;FXB7711;NY;PAS;03/03/2012;20;SUBN;JEEP;P;37400;18740;15650;20160206;123.0;123;123;931910;0123;0000;0130P;;R;F;230;MAIN ST;;0.0;408.0;C;;BBBBBBB;ALL;ALL;BK;0.0;2012.0;-;0.0;;;;;
2553049;7453867915;GBH4848;NY;PAS;10/24/2013;14;SUBN;BMW;T;14890;54102;28990;20140906;112.0;112;112;355669;T402;E;0406P;;Q;O;106-16;71st Ave;;0.0;408.0;c;;YYYYY;0400P;0700P;BK;;2013.0;;0.0;05 -;14-No Standing;;;
8449725;7137875350;FHW8130;NY;PAS;06/02/2014;71;SUBN;CHEVR;T;0;40404;40404;20150313;114.0;114;114;356560;T401;G;0425P;;Q;I;;Steinway Lot #1;;0.0;408.0;j6;;YYYYYYY;;;WH;;2010.0;;0.0;25 4;71A-Insp Sticker Expired (NYS);;;
3178007;7848358057;8201DMD;NJ;PAS;11/14/2013;50;SUBN;ACURA;T;0;0;0;88888888;105.0;105;105;345317;T402;L;0624A;;Q;I;N;69th Ave;0ft W/of 212th St;0.0;408.0;e5;;;;;RED;;0.0;;0.0;I -;50-Crosswalk;;;
6797327;7393430599;GCE9609;NY;PAS;04/05/2014;37;SEDN;MAZDA;T;73720;27300;27330;20141004;48.0;48;48;359583;T201;G;0253P;0228P;BX;F;2460;Webster Ave;;0.0;408.0;h1;;Y;0800A;0700P;SILVE;;2012.0;201-3099;0.0;30 2;37-Expired Muni Meter;;;
3268106;7104699004;FPN6157;NY;PAS;11/17/2013;20;2DSD;HONDA;T;36030;14830;14880;20140615;61.0;61;61;333042;T302;M;0736A;;K;O;2577;E 27th St;;0.0;408.0;d;;YYYYYY;0700A;0500P;RD;;2007.0;;0.0;O -;20A-No Parking (Non-COM);;;
1188758;7505953722;32891MD;NY;COM;09/07/2013;37;VAN;FORD;T;18630;66530;66430;20150831;94.0;94;94;358153;T301;A;0209P;0153P;K;F;152;Bedford Ave;;20130907.0;408.0;h1;;Y;0800A;0700P;BL;;2013.0;328-3001;0.0;17 -;37-Expired Muni Meter;;;
967907;7087355181;981HGL;FL;PAS;08/30/2013;21;4DSD;ME/BE;T;77930;37380;37430;20141188;67.0;67;67;351327;T302;U;0911A;;K;F;5815;Snyder Ave;;0.0;408.0;d1;;Y  Y;0900A;1030A;BLACK;;0.0;;0.0;CC1;21-No Parking (street clean);;;
1540400;7877186411;FHJ5306;NY;PAS;09/19/2013;83;SUBN;FORD;T;34310;13610;10510;20131021;13.0;13;13;356521;T102;C;0914A;;NY;F;34;W 27th St;;0.0;408.0;j1;;;;;WHITE;;2006.0;;0.0;01 -;83-Improper Registration;;;
5077090;7808146420;DGG7840;NY;PAS;12/28/2013;37;SUBN;FORD;T;67030;0;0;20150712;61.0;61;61;354029;T302;H;0558P;1200P;K;I;N;Nostrand Ave;66ft E/of Avenue S;0.0;408.0;h1;;Y;0900A;0700P;BL;;2012.0;306-3177;0.0;N -;37-Expired Muni Meter;;;
7552226;7735165225;FYC5403;NY;PAS;05/01/2014;38;4DSD;HONDA;T;18830;89970;82230;20160426;73.0;73;73;358562;T301;H;0420P;;K;O;77;Belmont Ave;;0.0;408.0;h1;;Y;0800A;0700P;WH;;2012.0;;0.0;28 3;38-Failure to Display Muni Rec;;;
6331007;7138190268;29411MD;NY;COM;03/20/2014;38;VAN;FORD;T;24090;33910;13310;20150228;6.0;6;6;358875;T105;D;0200P;;NY;F;7;Jones St;;0.0;408.0;h1;;Y;0800A;1000P;WHITE;;2013.0;;0.0;101;38-Failure to Display Muni Rec;;;
3723972;7282717412;GHF1758;NY;PAS;01/07/2014;40;4DSD;HONDA;T;0;0;0;20140227;23.0;23;23;355556;T800;B2;0744P;;NY;I;S;E 106th St;300ft W/of F D R Dr;0.0;408.0;e2;;YYYYYYY;;;RD;;1994.0;;8.0;G -;40-Fire Hydrant;;;
1325316;7238239036;BHL1423;NY;PAS;09/12/2013;19;4DSD;NISSA;T;14630;35580;35630;20140203;61.0;61;61;355565;T302;A;0915A;;K;F;1721;Avenue U;;0.0;408.0;c3;;YYYYYYY;;;SILVE;;1998.0;;0.0;33 -;19-No Stand (bus stop);;;
6253696;7922358600;ZRK89G;NJ;PAS;03/18/2014;21;SUBN;ME/BE;T;5880;5230;5380;88888888;78.0;78;78;358651;T302;A;0937A;;K;F;225;8th Ave;;0.0;408.0;d1;;Y;0900A;1030A;BLUE;;0.0;;0.0;58 3;21-No Parking (street clean);;;
331867;1349931184;FES3428;NY;PAS;08/06/2013;21;SDN;TOYOT;P;13820;32920;64420;20150202;47.0;47;47;932544;0047;0000;0937A;;BX;O;3439;BOSTON ROAD;;0.0;408.0;F2;;BYBBBBB;0930A;1100A;GREEN;0.0;1997.0;-;0.0;;;;;
7501565;7732319606;EWV2954;NY;PAS;04/28/2014;14;SUBN;TOYOT;T;56630;0;0;20140612;75.0;75;75;354019;T301;M;0928A;;K;I;N;Livonia Ave;20ft E/of Hendrix St;0.0;408.0;c;;YYYYYYY;;;BK;;2002.0;;0.0;A 31;14-No Standing;;;
1092866;7137847780;DMR7083;NY;PAS;09/04/2013;40;SUBN;CHEVR;T;10890;0;0;20140206;110.0;110;110;331965;T401;N;0829P;;Q;I;S;51st Ave;160ft W/of 108th St;0.0;408.0;e2;;YYYYYYY;;;GR;;2002.0;;0.0;P-PM;40-Fire Hydrant;;;
3054836;7788691800;FSK3644;NY;PAS;11/09/2013;70;4DSD;TOYOT;T;0;40404;40404;20151024;108.0;108;108;357347;T401;I;0347P;;Q;I;;Sunnyside Lot;;0.0;408.0;j3;;;;;TN;;2009.0;;0.0;37 -;70B-Impropr Dsply of Reg (NYS);;;
3603917;7990310831;FYW3253;NY;PAS;11/29/2013;14;SUBN;HONDA;T;10410;17950;17970;88888888;17.0;17;17;358119;T503;E1;0218P;;NY;F;609;5th Ave;;0.0;408.0;c;;YYYYYYY;;;OTHER;;0.0;;0.0;17 -;14-No Standing;;;
8546720;7971157850;LV61794;MA;PAS;06/05/2014;37;4DSD;TOYOT;T;25390;18820;18830;20150088;19.0;19;19;361062;T103;Q;0336P;0227A;NY;F;1298;Madison Ave;;20140605.0;408.0;h1;;Y;0900A;0700P;WHITE;;0.0;127-4718;0.0;25 7;37-Expired Muni Meter;;;
8257365;1366851298;FLX6169;NY;PAS;05/26/2014;46;SDN;DODGE;X;80430;54070;12130;20150802;77.0;77;77;933554;0077;0000;1149A;;K;F;946;ST MARKS AVE;;0.0;408.0;C3;;BBBBBBB;ALL;ALL;GRAY;0.0;2011.0;-;0.0;;;;;
6257535;7086793309;ARH2944;NY;PAS;03/18/2014;21;4DSD;NISSA;T;15920;0;0;20151020;70.0;70;70;333002;T302;M;1000A;;K;I;S;Bay Ave;5ft E/of E 17th St;0.0;408.0;d1;;Y;0930A;1100A;RD;;2004.0;;0.0;R 32;21-No Parking (street clean);;;
4104489;1364419890;W62DCA;NJ;PAS;01/19/2014;20;SDN;TOYOT;P;26530;28330;93430;0;84.0;84;84;946065;0084;0000;0454P;;K;F;12;CLARK ST;;0.0;408.0;E2;;BBBBBBB;ALL;ALL;GRAY;0.0;0.0;-;0.0;;;;;
2515562;7094726405;46063MD;NY;COM;10/23/2013;37;VAN;MAZDA;T;18710;27790;24890;20150531;19.0;19;19;356267;T103;S;0110P;1257P;NY;F;103;E 86th St;;20131023.0;408.0;h1;;Y;0800A;1000P;BL;;2014.0;127-6837;0.0;21 -;37-Expired Muni Meter;;;
2923067;1361807787;GBP3242;NY;PAS;11/05/2013;20;SDN;LEXUS;P;67730;14080;89740;20141004;66.0;66;66;930031;0066;0000;0140P;;K;F;1002;OCEAN PKWY;;0.0;408.0;C;;BBBBBBB;ALL;ALL;GRAY;0.0;2012.0;-;0.0;;;;;
2272548;7966179916;15DB82;NY;MOT;10/14/2013;38;MCY;BMW;T;15210;10710;13310;20140430;6.0;6;6;358947;T105;D;0134P;;NY;O;75;Christopher St;;0.0;408.0;h1;;Y;0830A;1000P;SILVE;;0.0;;0.0;072;38-Failure to Display Muni Rec;;;
7238987;7763546979;FXX9239;NY;PAS;04/26/2014;71;SUBN;FORD;T;20385;25440;25600;20140704;113.0;113;113;355599;T402;L;0940A;;Q;O;19202;110th Rd;;0.0;408.0;j6;;YYYYYYY;;;WH;;2001.0;;0.0;K 42;71A-Insp Sticker Expired (NYS);;;
747467;7993108512;W59CDM;NJ;PAS;08/22/2013;38;2DSD;SAAB;T;11710;35370;35390;88888888;20.0;20;20;357701;T103;R;0713P;;NY;O;428;Amsterdam Ave;;0.0;408.0;h1;;Y;0900A;1000P;BLACK;;0.0;;0.0;C -;38-Failure to Display Muni Rec;;;
3674804;7622604781;F22DDX;NJ;PAS;01/02/2014;20;SUBN;DODGE;T;22590;37190;13113;88888888;33.0;33;33;357068;T103;AA;0709A;;NY;F;105;Haven Ave;;0.0;408.0;d;;YYYYY;0700A;0600P;BLACK;;0.0;;0.0;CC1;20A-No Parking (Non-COM);;;
6280382;7126309790;61061JY;NY;COM;03/19/2014;40;DELV;WORKH;T;17990;17790;18040;88888888;115.0;115;115;356495;T401;C;1242P;;Q;O;88-01;88th St;;0.0;408.0;e2;;YYYYYYY;;;BROWN;;2009.0;;0.0;23 4;40-Fire Hydrant;;;
5363525;7728240213;EUE8325;NY;PAS;02/12/2014;16;SUBN;MERCU;T;53130;52130;94730;20151021;83.0;83;83;357051;T301;L;0740A;;K;O;360;Jefferson St;;0.0;408.0;k2;;YYYYY;0700A;0500P;RD;;2003.0;;0.0;O -;16A-No Std (Com Veh) Non-COM;;;
3059260;5071587452;FWJ5704;NY;PAS;11/09/2013;7;SUBN;HONDA;V;0;0;0;0;;0;0;0;;;0408P;;;;;GRAND CONCOURSE(S/B);@E 162 ST.-XZ-3;0.0;1111.0;D;T;;;;GR;;2012.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
940009;7744167314;978ZXO;CT;PAS;08/29/2013;21;4DSD;CADIL;T;29120;52120;21820;20130088;46.0;46;46;355289;T201;N;0737A;;BX;F;121;E Burnside Ave;;0.0;408.0;d1;;Y;0730A;0800A;BLUE;;0.0;;0.0;O -;21-No Parking (street clean);;;
2957623;1361798737;91186;NY;PAS;11/06/2013;17;SUBN;ACURA;P;8980;6080;42630;20140618;66.0;66;66;948332;0066;0000;1243P;;K;O;1025;48TH ST;;0.0;408.0;E2;;BBBBBBB;ALL;ALL;BK;0.0;2014.0;-;0.0;;;;;
2979438;7088781165;19752JT;NY;COM;11/07/2013;38;DELV;INTER;T;14780;35730;35780;88888888;61.0;61;61;355255;T302;H;0242P;;K;F;2115;Avenue X;;0.0;408.0;h1;;Y;0900A;0700P;BROWN;;2005.0;;0.0;N -;38-Failure to Display Muni Rec;;;
1640261;7990980617;ALU9583;NY;PAS;09/23/2013;38;SUBN;DODGE;T;10710;14110;24790;20150707;1.0;1;1;346183;T105;H;1016A;;NY;F;15;7th Ave S;;0.0;408.0;h1;;Y;0800A;0700P;RD;;1999.0;;0.0;107;38-Failure to Display Muni Rec;;;
4443731;7121066919;FWE9864;NY;PAS;12/03/2013;37;2DSD;ACURA;T;8940;7990;37290;20140110;114.0;114;114;357319;T401;I;0217P;0153P;Q;O;31-90;37th St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;1999.0;407-2207;0.0;26-P;37-Expired Muni Meter;;;
